"date","district","group","n"
"2022-04-13","浦东新区","isolation",13448
"2022-04-13","黄浦区","isolation",1147
"2022-04-13","徐汇区","isolation",1320
"2022-04-13","长宁区","isolation",841
"2022-04-13","静安区","isolation",160
"2022-04-13","普陀区","isolation",401
"2022-04-13","虹口区","isolation",1366
"2022-04-13","杨浦区","isolation",1130
"2022-04-13","闵行区","isolation",2554
"2022-04-13","宝山区","isolation",632
"2022-04-13","嘉定区","isolation",663
"2022-04-13","金山区","isolation",22
"2022-04-13","松江区","isolation",519
"2022-04-13","青浦区","isolation",219
"2022-04-13","奉贤区","isolation",79
"2022-04-13","崇明区","isolation",47
"2022-04-13","浦东新区","screen",440
"2022-04-13","黄浦区","screen",34
"2022-04-13","徐汇区","screen",29
"2022-04-13","长宁区","screen",11
"2022-04-13","静安区","screen",11
"2022-04-13","普陀区","screen",29
"2022-04-13","虹口区","screen",1
"2022-04-13","杨浦区","screen",1
"2022-04-13","闵行区","screen",13
"2022-04-13","宝山区","screen",6
"2022-04-13","嘉定区","screen",4
"2022-04-13","松江区","screen",7
"2022-04-13","青浦区","screen",1
"2022-04-13","奉贤区","screen",2
"2022-04-13","崇明区","screen",9
